"";"paid_output.1";"paid_output.2";"paid_output.3";"paid_output.4";"paid_output.5";"paid_output.6";"paid_output.7";"paid_output.8";"paid_output.9";"case_reserves_output.1";"case_reserves_output.2";"case_reserves_output.3";"case_reserves_output.4";"case_reserves_output.5";"case_reserves_output.6";"case_reserves_output.7";"case_reserves_output.8";"case_reserves_output.9"
"91";0,386831275720165;0,302959043699784;0,129923574368019;-0,20870076425632;0,0331177738585146;0,0101900842641583;0,0389966686262983;-0,00313541054281795;0,00921026846952773;0,590436997844405;0,281207133058985;0,149911816578483;0,100137174211248;0,0587889476778366;0,00411522633744856;0,00568293160885754;0,0113658632177151;0,000391926317852244
"92";0,302959043699784;0,129923574368019;-0,20870076425632;0,0331177738585146;0,0101900842641583;0,0389966686262983;-0,00313541054281795;0,00921026846952773;-99;0,281207133058985;0,149911816578483;0,100137174211248;0,0587889476778366;0,00411522633744856;0,00568293160885754;0,0113658632177151;0,000391926317852244;-99
"93";0,129923574368019;-0,20870076425632;0,0331177738585146;0,0101900842641583;0,0389966686262983;-0,00313541054281795;0,00921026846952773;-99;-99;0,149911816578483;0,100137174211248;0,0587889476778366;0,00411522633744856;0,00568293160885754;0,0113658632177151;0,000391926317852244;-99;-99
"94";-0,20870076425632;0,0331177738585146;0,0101900842641583;0,0389966686262983;-0,00313541054281795;0,00921026846952773;-99;-99;-99;0,100137174211248;0,0587889476778366;0,00411522633744856;0,00568293160885754;0,0113658632177151;0,000391926317852244;-99;-99;-99
"95";0,0331177738585146;0,0101900842641583;0,0389966686262983;-0,00313541054281795;0,00921026846952773;-99;-99;-99;-99;0,0587889476778366;0,00411522633744856;0,00568293160885754;0,0113658632177151;0,000391926317852244;-99;-99;-99;-99
"96";0,0101900842641583;0,0389966686262983;-0,00313541054281795;0,00921026846952773;-99;-99;-99;-99;-99;0,00411522633744856;0,00568293160885754;0,0113658632177151;0,000391926317852244;-99;-99;-99;-99;-99
"97";0,0389966686262983;-0,00313541054281795;0,00921026846952773;-99;-99;-99;-99;-99;-99;0,00568293160885754;0,0113658632177151;0,000391926317852244;-99;-99;-99;-99;-99;-99
"98";-0,00313541054281795;0,00921026846952773;-99;-99;-99;-99;-99;-99;-99;0,0113658632177151;0,000391926317852244;-99;-99;-99;-99;-99;-99;-99
"99";0,00921026846952773;-99;-99;-99;-99;-99;-99;-99;-99;0,000391926317852244;-99;-99;-99;-99;-99;-99;-99;-99
"100";0,486335642802156;0,381832178598922;-0,160315627405697;0,075635103926097;0,0367590454195535;0,0875673595073133;0,00673595073133179;0,000192455735180908;-99;0,523864511162433;0,308891454965358;0,18437259430331;0,121439568899153;0,0279060816012317;0,0144341801385681;0,00712086220169361;-0,000192455735180908;-99
"101";0,381832178598922;-0,160315627405697;0,075635103926097;0,0367590454195535;0,0875673595073133;0,00673595073133179;0,000192455735180908;-99;-99;0,308891454965358;0,18437259430331;0,121439568899153;0,0279060816012317;0,0144341801385681;0,00712086220169361;-0,000192455735180908;-99;-99
"102";-0,160315627405697;0,075635103926097;0,0367590454195535;0,0875673595073133;0,00673595073133179;0,000192455735180908;-99;-99;-99;0,18437259430331;0,121439568899153;0,0279060816012317;0,0144341801385681;0,00712086220169361;-0,000192455735180908;-99;-99;-99
"103";0,075635103926097;0,0367590454195535;0,0875673595073133;0,00673595073133179;0,000192455735180908;-99;-99;-99;-99;0,121439568899153;0,0279060816012317;0,0144341801385681;0,00712086220169361;-0,000192455735180908;-99;-99;-99;-99
"104";0,0367590454195535;0,0875673595073133;0,00673595073133179;0,000192455735180908;-99;-99;-99;-99;-99;0,0279060816012317;0,0144341801385681;0,00712086220169361;-0,000192455735180908;-99;-99;-99;-99;-99
"105";0,0875673595073133;0,00673595073133179;0,000192455735180908;-99;-99;-99;-99;-99;-99;0,0144341801385681;0,00712086220169361;-0,000192455735180908;-99;-99;-99;-99;-99;-99
"106";0,00673595073133179;0,000192455735180908;-99;-99;-99;-99;-99;-99;-99;0,00712086220169361;-0,000192455735180908;-99;-99;-99;-99;-99;-99;-99
"107";0,000192455735180908;-99;-99;-99;-99;-99;-99;-99;-99;-0,000192455735180908;-99;-99;-99;-99;-99;-99;-99;-99
"108";0,333381315675831;0,244278105657118;0,120483662012379;0,0726932488844105;-0,0420325320282136;0,0040305167698287;0,00388656974233482;-99;-99;0,314524255074133;0,222542104505542;0,117604721462502;0,035410968763495;0,0148265438318699;0,0218799481790701;0,0138189146394127;-99;-99
"109";0,244278105657118;0,120483662012379;0,0726932488844105;-0,0420325320282136;0,0040305167698287;0,00388656974233482;-99;-99;-99;0,222542104505542;0,117604721462502;0,035410968763495;0,0148265438318699;0,0218799481790701;0,0138189146394127;-99;-99;-99
"110";0,120483662012379;0,0726932488844105;-0,0420325320282136;0,0040305167698287;0,00388656974233482;-99;-99;-99;-99;0,117604721462502;0,035410968763495;0,0148265438318699;0,0218799481790701;0,0138189146394127;-99;-99;-99;-99
"111";0,0726932488844105;-0,0420325320282136;0,0040305167698287;0,00388656974233482;-99;-99;-99;-99;-99;0,035410968763495;0,0148265438318699;0,0218799481790701;0,0138189146394127;-99;-99;-99;-99;-99
"112";-0,0420325320282136;0,0040305167698287;0,00388656974233482;-99;-99;-99;-99;-99;-99;0,0148265438318699;0,0218799481790701;0,0138189146394127;-99;-99;-99;-99;-99;-99
"113";0,0040305167698287;0,00388656974233482;-99;-99;-99;-99;-99;-99;-99;0,0218799481790701;0,0138189146394127;-99;-99;-99;-99;-99;-99;-99
"114";0,00388656974233482;-99;-99;-99;-99;-99;-99;-99;-99;0,0138189146394127;-99;-99;-99;-99;-99;-99;-99;-99
"115";0,239295507276946;0,164944104619279;0,112634465302679;0,159670955494621;0,00812064965197216;0,0194051887787387;-99;-99;-99;0,373444421008226;0,222948744990508;0,126028264079308;0,0207762075511495;0,0139211136890951;0,00548407508964354;-99;-99;-99
"116";0,164944104619279;0,112634465302679;0,159670955494621;0,00812064965197216;0,0194051887787387;-99;-99;-99;-99;0,222948744990508;0,126028264079308;0,0207762075511495;0,0139211136890951;0,00548407508964354;-99;-99;-99;-99
"117";0,112634465302679;0,159670955494621;0,00812064965197216;0,0194051887787387;-99;-99;-99;-99;-99;0,126028264079308;0,0207762075511495;0,0139211136890951;0,00548407508964354;-99;-99;-99;-99;-99
"118";0,159670955494621;0,00812064965197216;0,0194051887787387;-99;-99;-99;-99;-99;-99;0,0207762075511495;0,0139211136890951;0,00548407508964354;-99;-99;-99;-99;-99;-99
"119";0,00812064965197216;0,0194051887787387;-99;-99;-99;-99;-99;-99;-99;0,0139211136890951;0,00548407508964354;-99;-99;-99;-99;-99;-99;-99
"120";0,0194051887787387;-99;-99;-99;-99;-99;-99;-99;-99;0,00548407508964354;-99;-99;-99;-99;-99;-99;-99;-99
"121";0,208454810495627;0,147959183673469;0,0574890670553936;0,0442784256559767;0,0245080174927114;-99;-99;-99;-99;0,482962827988338;0,295007288629738;0,196064139941691;0,0631377551020408;0,0184948979591837;-99;-99;-99;-99
"122";0,147959183673469;0,0574890670553936;0,0442784256559767;0,0245080174927114;-99;-99;-99;-99;-99;0,295007288629738;0,196064139941691;0,0631377551020408;0,0184948979591837;-99;-99;-99;-99;-99
"123";0,0574890670553936;0,0442784256559767;0,0245080174927114;-99;-99;-99;-99;-99;-99;0,196064139941691;0,0631377551020408;0,0184948979591837;-99;-99;-99;-99;-99;-99
"124";0,0442784256559767;0,0245080174927114;-99;-99;-99;-99;-99;-99;-99;0,0631377551020408;0,0184948979591837;-99;-99;-99;-99;-99;-99;-99
"125";0,0245080174927114;-99;-99;-99;-99;-99;-99;-99;-99;0,0184948979591837;-99;-99;-99;-99;-99;-99;-99;-99
"126";0,268813587824771;0,0791221727066342;0,0649962162616665;0,0358193895568822;-99;-99;-99;-99;-99;0,29277726393677;0,17253846800639;0,101236021188935;0,0332968973345666;-99;-99;-99;-99;-99
"127";0,0791221727066342;0,0649962162616665;0,0358193895568822;-99;-99;-99;-99;-99;-99;0,17253846800639;0,101236021188935;0,0332968973345666;-99;-99;-99;-99;-99;-99
"128";0,0649962162616665;0,0358193895568822;-99;-99;-99;-99;-99;-99;-99;0,101236021188935;0,0332968973345666;-99;-99;-99;-99;-99;-99;-99
"129";0,0358193895568822;-99;-99;-99;-99;-99;-99;-99;-99;0,0332968973345666;-99;-99;-99;-99;-99;-99;-99;-99
"130";0,179829610868064;0,157648322971832;0,0719164939749789;-99;-99;-99;-99;-99;-99;0,307160948653005;0,205925243687159;0,0792079207920792;-99;-99;-99;-99;-99;-99
"131";0,157648322971832;0,0719164939749789;-99;-99;-99;-99;-99;-99;-99;0,205925243687159;0,0792079207920792;-99;-99;-99;-99;-99;-99;-99
"132";0,0719164939749789;-99;-99;-99;-99;-99;-99;-99;-99;0,0792079207920792;-99;-99;-99;-99;-99;-99;-99;-99
"133";0,246103428982495;0,090000799296619;-99;-99;-99;-99;-99;-99;-99;0,473823035728559;0,160738550075933;-99;-99;-99;-99;-99;-99;-99
"134";0,090000799296619;-99;-99;-99;-99;-99;-99;-99;-99;0,160738550075933;-99;-99;-99;-99;-99;-99;-99;-99
"135";0,177150013915948;-99;-99;-99;-99;-99;-99;-99;-99;0,222794322293348;-99;-99;-99;-99;-99;-99;-99;-99
"136";0,126098586167367;0,167749331295376;0,07680550248376;0,00878868933893772;0;0;0;0;0;0,0920901795949561;0,0278945357279327;0,0240733664501337;0,0106992739778372;0,00649598777225831;0,00305693542223921;0,0011463507833397;0,000382116927779901;0
"137";0,167749331295376;0,07680550248376;0,00878868933893772;0;0;0;0;0;-99;0,0278945357279327;0,0240733664501337;0,0106992739778372;0,00649598777225831;0,00305693542223921;0,0011463507833397;0,000382116927779901;0;-99
"138";0,07680550248376;0,00878868933893772;0;0;0;0;0;-99;-99;0,0240733664501337;0,0106992739778372;0,00649598777225831;0,00305693542223921;0,0011463507833397;0,000382116927779901;0;-99;-99
"139";0,00878868933893772;0;0;0;0;0;-99;-99;-99;0,0106992739778372;0,00649598777225831;0,00305693542223921;0,0011463507833397;0,000382116927779901;0;-99;-99;-99
"140";0;0;0;0;0;-99;-99;-99;-99;0,00649598777225831;0,00305693542223921;0,0011463507833397;0,000382116927779901;0;-99;-99;-99;-99
"141";0;0;0;0;-99;-99;-99;-99;-99;0,00305693542223921;0,0011463507833397;0,000382116927779901;0;-99;-99;-99;-99;-99
"142";0;0;0;-99;-99;-99;-99;-99;-99;0,0011463507833397;0,000382116927779901;0;-99;-99;-99;-99;-99;-99
"143";0;0;-99;-99;-99;-99;-99;-99;-99;0,000382116927779901;0;-99;-99;-99;-99;-99;-99;-99
"144";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"145";0,190796460176991;0,0661946902654867;0,00424778761061947;0,0530973451327434;0,0707964601769911;0,0031858407079646;0;0;-99;0,246725663716814;0,0814159292035398;0,0651327433628319;0,0191150442477876;0,00566371681415929;0,00212389380530973;0,000707964601769912;0;-99
"146";0,0661946902654867;0,00424778761061947;0,0530973451327434;0,0707964601769911;0,0031858407079646;0;0;-99;-99;0,0814159292035398;0,0651327433628319;0,0191150442477876;0,00566371681415929;0,00212389380530973;0,000707964601769912;0;-99;-99
"147";0,00424778761061947;0,0530973451327434;0,0707964601769911;0,0031858407079646;0;0;-99;-99;-99;0,0651327433628319;0,0191150442477876;0,00566371681415929;0,00212389380530973;0,000707964601769912;0;-99;-99;-99
"148";0,0530973451327434;0,0707964601769911;0,0031858407079646;0;0;-99;-99;-99;-99;0,0191150442477876;0,00566371681415929;0,00212389380530973;0,000707964601769912;0;-99;-99;-99;-99
"149";0,0707964601769911;0,0031858407079646;0;0;-99;-99;-99;-99;-99;0,00566371681415929;0,00212389380530973;0,000707964601769912;0;-99;-99;-99;-99;-99
"150";0,0031858407079646;0;0;-99;-99;-99;-99;-99;-99;0,00212389380530973;0,000707964601769912;0;-99;-99;-99;-99;-99;-99
