"";"ay_seq_input.1";"ay_seq_input.2";"ay_seq_input.3";"ay_seq_input.4";"ay_seq_input.5";"ay_seq_input.6";"ay_seq_input.7";"ay_seq_input.8";"ay_seq_input.9";"ay_seq_input.10";"ay_seq_input.11";"ay_seq_input.12";"ay_seq_input.13";"ay_seq_input.14";"ay_seq_input.15";"ay_seq_input.16";"ay_seq_input.17";"ay_seq_input.18";"group_code"
"92";-99;-99;-99;-99;-99;-99;-99;0,207720948461689;0,386831275720165;-99;-99;-99;-99;-99;-99;-99;0,985694689398393;0,590436997844405;4
"93";-99;-99;-99;-99;-99;-99;0,207720948461689;0,386831275720165;0,302959043699784;-99;-99;-99;-99;-99;-99;0,985694689398393;0,590436997844405;0,281207133058985;4
"94";-99;-99;-99;-99;-99;0,207720948461689;0,386831275720165;0,302959043699784;0,129923574368019;-99;-99;-99;-99;-99;0,985694689398393;0,590436997844405;0,281207133058985;0,149911816578483;4
"95";-99;-99;-99;-99;0,207720948461689;0,386831275720165;0,302959043699784;0,129923574368019;-0,20870076425632;-99;-99;-99;-99;0,985694689398393;0,590436997844405;0,281207133058985;0,149911816578483;0,100137174211248;4
"96";-99;-99;-99;0,207720948461689;0,386831275720165;0,302959043699784;0,129923574368019;-0,20870076425632;0,0331177738585146;-99;-99;-99;0,985694689398393;0,590436997844405;0,281207133058985;0,149911816578483;0,100137174211248;0,0587889476778366;4
"97";-99;-99;0,207720948461689;0,386831275720165;0,302959043699784;0,129923574368019;-0,20870076425632;0,0331177738585146;0,0101900842641583;-99;-99;0,985694689398393;0,590436997844405;0,281207133058985;0,149911816578483;0,100137174211248;0,0587889476778366;0,00411522633744856;4
"98";-99;0,207720948461689;0,386831275720165;0,302959043699784;0,129923574368019;-0,20870076425632;0,0331177738585146;0,0101900842641583;0,0389966686262983;-99;0,985694689398393;0,590436997844405;0,281207133058985;0,149911816578483;0,100137174211248;0,0587889476778366;0,00411522633744856;0,00568293160885754;4
"99";0,207720948461689;0,386831275720165;0,302959043699784;0,129923574368019;-0,20870076425632;0,0331177738585146;0,0101900842641583;0,0389966686262983;-0,00313541054281795;0,985694689398393;0,590436997844405;0,281207133058985;0,149911816578483;0,100137174211248;0,0587889476778366;0,00411522633744856;0,00568293160885754;0,0113658632177151;4
"100";-99;-99;-99;-99;-99;-99;-99;-99;0,235565819861432;-99;-99;-99;-99;-99;-99;-99;-99;0,875288683602771;4
"101";-99;-99;-99;-99;-99;-99;-99;0,235565819861432;0,486335642802156;-99;-99;-99;-99;-99;-99;-99;0,875288683602771;0,523864511162433;4
"102";-99;-99;-99;-99;-99;-99;0,235565819861432;0,486335642802156;0,381832178598922;-99;-99;-99;-99;-99;-99;0,875288683602771;0,523864511162433;0,308891454965358;4
"103";-99;-99;-99;-99;-99;0,235565819861432;0,486335642802156;0,381832178598922;-0,160315627405697;-99;-99;-99;-99;-99;0,875288683602771;0,523864511162433;0,308891454965358;0,18437259430331;4
"104";-99;-99;-99;-99;0,235565819861432;0,486335642802156;0,381832178598922;-0,160315627405697;0,075635103926097;-99;-99;-99;-99;0,875288683602771;0,523864511162433;0,308891454965358;0,18437259430331;0,121439568899153;4
"105";-99;-99;-99;0,235565819861432;0,486335642802156;0,381832178598922;-0,160315627405697;0,075635103926097;0,0367590454195535;-99;-99;-99;0,875288683602771;0,523864511162433;0,308891454965358;0,18437259430331;0,121439568899153;0,0279060816012317;4
"106";-99;-99;0,235565819861432;0,486335642802156;0,381832178598922;-0,160315627405697;0,075635103926097;0,0367590454195535;0,0875673595073133;-99;-99;0,875288683602771;0,523864511162433;0,308891454965358;0,18437259430331;0,121439568899153;0,0279060816012317;0,0144341801385681;4
"107";-99;0,235565819861432;0,486335642802156;0,381832178598922;-0,160315627405697;0,075635103926097;0,0367590454195535;0,0875673595073133;0,00673595073133179;-99;0,875288683602771;0,523864511162433;0,308891454965358;0,18437259430331;0,121439568899153;0,0279060816012317;0,0144341801385681;0,00712086220169361;4
"108";-99;-99;-99;-99;-99;-99;-99;-99;0,180221678422341;-99;-99;-99;-99;-99;-99;-99;-99;0,725205124514179;4
"109";-99;-99;-99;-99;-99;-99;-99;0,180221678422341;0,333381315675831;-99;-99;-99;-99;-99;-99;-99;0,725205124514179;0,314524255074133;4
"110";-99;-99;-99;-99;-99;-99;0,180221678422341;0,333381315675831;0,244278105657118;-99;-99;-99;-99;-99;-99;0,725205124514179;0,314524255074133;0,222542104505542;4
"111";-99;-99;-99;-99;-99;0,180221678422341;0,333381315675831;0,244278105657118;0,120483662012379;-99;-99;-99;-99;-99;0,725205124514179;0,314524255074133;0,222542104505542;0,117604721462502;4
"112";-99;-99;-99;-99;0,180221678422341;0,333381315675831;0,244278105657118;0,120483662012379;0,0726932488844105;-99;-99;-99;-99;0,725205124514179;0,314524255074133;0,222542104505542;0,117604721462502;0,035410968763495;4
"113";-99;-99;-99;0,180221678422341;0,333381315675831;0,244278105657118;0,120483662012379;0,0726932488844105;-0,0420325320282136;-99;-99;-99;0,725205124514179;0,314524255074133;0,222542104505542;0,117604721462502;0,035410968763495;0,0148265438318699;4
"114";-99;-99;0,180221678422341;0,333381315675831;0,244278105657118;0,120483662012379;0,0726932488844105;-0,0420325320282136;0,0040305167698287;-99;-99;0,725205124514179;0,314524255074133;0,222542104505542;0,117604721462502;0,035410968763495;0,0148265438318699;0,0218799481790701;4
"115";-99;-99;-99;-99;-99;-99;-99;-99;0,169373549883991;-99;-99;-99;-99;-99;-99;-99;-99;0,581628348449694;4
"116";-99;-99;-99;-99;-99;-99;-99;0,169373549883991;0,239295507276946;-99;-99;-99;-99;-99;-99;-99;0,581628348449694;0,373444421008226;4
"117";-99;-99;-99;-99;-99;-99;0,169373549883991;0,239295507276946;0,164944104619279;-99;-99;-99;-99;-99;-99;0,581628348449694;0,373444421008226;0,222948744990508;4
"118";-99;-99;-99;-99;-99;0,169373549883991;0,239295507276946;0,164944104619279;0,112634465302679;-99;-99;-99;-99;-99;0,581628348449694;0,373444421008226;0,222948744990508;0,126028264079308;4
"119";-99;-99;-99;-99;0,169373549883991;0,239295507276946;0,164944104619279;0,112634465302679;0,159670955494621;-99;-99;-99;-99;0,581628348449694;0,373444421008226;0,222948744990508;0,126028264079308;0,0207762075511495;4
"120";-99;-99;-99;0,169373549883991;0,239295507276946;0,164944104619279;0,112634465302679;0,159670955494621;0,00812064965197216;-99;-99;-99;0,581628348449694;0,373444421008226;0,222948744990508;0,126028264079308;0,0207762075511495;0,0139211136890951;4
"121";-99;-99;-99;-99;-99;-99;-99;-99;0,159438775510204;-99;-99;-99;-99;-99;-99;-99;-99;0,659985422740525;4
"122";-99;-99;-99;-99;-99;-99;-99;0,159438775510204;0,208454810495627;-99;-99;-99;-99;-99;-99;-99;0,659985422740525;0,482962827988338;4
"123";-99;-99;-99;-99;-99;-99;0,159438775510204;0,208454810495627;0,147959183673469;-99;-99;-99;-99;-99;-99;0,659985422740525;0,482962827988338;0,295007288629738;4
"124";-99;-99;-99;-99;-99;0,159438775510204;0,208454810495627;0,147959183673469;0,0574890670553936;-99;-99;-99;-99;-99;0,659985422740525;0,482962827988338;0,295007288629738;0,196064139941691;4
"125";-99;-99;-99;-99;0,159438775510204;0,208454810495627;0,147959183673469;0,0574890670553936;0,0442784256559767;-99;-99;-99;-99;0,659985422740525;0,482962827988338;0,295007288629738;0,196064139941691;0,0631377551020408;4
"126";-99;-99;-99;-99;-99;-99;-99;-99;0,0945934583368368;-99;-99;-99;-99;-99;-99;-99;-99;0,652568737913058;4
"127";-99;-99;-99;-99;-99;-99;-99;0,0945934583368368;0,268813587824771;-99;-99;-99;-99;-99;-99;-99;0,652568737913058;0,29277726393677;4
"128";-99;-99;-99;-99;-99;-99;0,0945934583368368;0,268813587824771;0,0791221727066342;-99;-99;-99;-99;-99;-99;0,652568737913058;0,29277726393677;0,17253846800639;4
"129";-99;-99;-99;-99;-99;0,0945934583368368;0,268813587824771;0,0791221727066342;0,0649962162616665;-99;-99;-99;-99;-99;0,652568737913058;0,29277726393677;0,17253846800639;0,101236021188935;4
"130";-99;-99;-99;-99;-99;-99;-99;-99;0,107682861309387;-99;-99;-99;-99;-99;-99;-99;-99;0,534806969069;4
"131";-99;-99;-99;-99;-99;-99;-99;0,107682861309387;0,179829610868064;-99;-99;-99;-99;-99;-99;-99;0,534806969069;0,307160948653005;4
"132";-99;-99;-99;-99;-99;-99;0,107682861309387;0,179829610868064;0,157648322971832;-99;-99;-99;-99;-99;-99;0,534806969069;0,307160948653005;0,205925243687159;4
"133";-99;-99;-99;-99;-99;-99;-99;-99;0,123171608984094;-99;-99;-99;-99;-99;-99;-99;-99;0,484293821437135;4
"134";-99;-99;-99;-99;-99;-99;-99;0,123171608984094;0,246103428982495;-99;-99;-99;-99;-99;-99;-99;0,484293821437135;0,473823035728559;4
"135";-99;-99;-99;-99;-99;-99;-99;-99;0,138185360423045;-99;-99;-99;-99;-99;-99;-99;-99;0,566518229891456;4
"136";-99;-99;-99;-99;-99;-99;-99;-99;0,288498280473825;-99;-99;-99;-99;-99;-99;-99;-99;0,458922430263661;6
"137";-99;-99;-99;-99;-99;-99;-99;0,288498280473825;0,126098586167367;-99;-99;-99;-99;-99;-99;-99;0,458922430263661;0,0920901795949561;6
"138";-99;-99;-99;-99;-99;-99;0,288498280473825;0,126098586167367;0,167749331295376;-99;-99;-99;-99;-99;-99;0,458922430263661;0,0920901795949561;0,0278945357279327;6
"139";-99;-99;-99;-99;-99;0,288498280473825;0,126098586167367;0,167749331295376;0,07680550248376;-99;-99;-99;-99;-99;0,458922430263661;0,0920901795949561;0,0278945357279327;0,0240733664501337;6
"140";-99;-99;-99;-99;0,288498280473825;0,126098586167367;0,167749331295376;0,07680550248376;0,00878868933893772;-99;-99;-99;-99;0,458922430263661;0,0920901795949561;0,0278945357279327;0,0240733664501337;0,0106992739778372;6
"141";-99;-99;-99;0,288498280473825;0,126098586167367;0,167749331295376;0,07680550248376;0,00878868933893772;0;-99;-99;-99;0,458922430263661;0,0920901795949561;0,0278945357279327;0,0240733664501337;0,0106992739778372;0,00649598777225831;6
